timestamp,store_id,store_name,wait_time,num_1,num_2,num_3,num_4,togo_numbers,last_time
2026-04-21 11:38:13,0005,天母店,20,1050,3025,5005,7005,"0015,0002,25-1,0050,35-1",0
2026-04-21 11:38:13,0006,新竹店,10,1030,3013,5001,7006,"0046,0024",0
2026-04-21 11:38:13,0007,101店,15,1073,3041,5015,7002,0020,0
2026-04-21 11:38:13,0008,台中店,30,1062,3023,5008,7004,"0012,0017,0059,0013",0
2026-04-21 11:38:13,0009,板橋店,30,1044,3020,5007,7003,"0004,0051",0
2026-04-21 11:38:13,0010,高雄店,55,1058,3031,5014,7012,"0064,0071,0007,0061,0090",0
2026-04-21 11:38:13,0011,南西店,30,1075,3024,5008,7007,"32-2,0038",0
2026-04-21 11:38:13,0012,A4店,0,1032,3008,5002,7000,,0
2026-04-21 11:38:13,0013,A13店,0,1032,3013,5002,7000,,0
2026-04-21 11:38:13,0015,新生店,75,1051,3036,5012,7008,,0
2026-04-21 11:39:15,0003,復興店,60,1085,3035,5011,7001,"0091,0108,0120,0121,0122,0090",0
2026-04-21 11:39:15,0005,天母店,20,1050,3026,5005,7005,"0015,0002,25-1,0050,35-1",0
2026-04-21 11:39:15,0006,新竹店,10,1030,3013,5001,7006,0024,0
2026-04-21 11:39:15,0007,101店,15,1074,3041,5015,7002,0020,0
2026-04-21 11:39:15,0008,台中店,30,1067,3024,5008,7004,"0012,0017,0059,0013",0
2026-04-21 11:39:15,0009,板橋店,30,1044,3020,5007,7003,"0004,0051",0
2026-04-21 11:39:15,0010,高雄店,55,1060,3031,5014,7012,"0064,0071,0007,0061,0090",0
2026-04-21 11:39:15,0011,南西店,30,1075,3024,5008,7007,"32-2,0038",0
2026-04-21 11:39:15,0012,A4店,0,1032,3008,5002,7001,,0
2026-04-21 11:39:15,0013,A13店,0,1032,3013,5002,7000,,0
2026-04-21 11:39:15,0015,新生店,80,1051,3038,5012,7008,,0
2026-04-21 11:40:17,0003,復興店,60,1085,3035,5011,7001,"0091,0108,0120,0121,0122,0090",0
2026-04-21 11:40:17,0005,天母店,25,1050,3026,5005,7005,"0015,0002,25-1,0050,35-1,56-1",0
2026-04-21 11:40:17,0006,新竹店,15,1030,3014,5001,7006,0024,0
2026-04-21 11:40:17,0007,101店,15,1074,3041,5016,7002,0020,0
2026-04-21 11:40:17,0008,台中店,30,1068,3024,5008,7004,"0012,0017,0059,0013",0
2026-04-21 11:40:17,0009,板橋店,30,1044,3020,5007,7003,"0004,0051",0
2026-04-21 11:40:17,0010,高雄店,60,1060,3031,5014,7012,"0064,0071,0007,0061,0090",0
2026-04-21 11:40:17,0011,南西店,30,1076,3024,5008,7007,"32-2,0038",0
2026-04-21 11:40:17,0012,A4店,5,1032,3009,5002,7001,,0
2026-04-21 11:40:17,0013,A13店,0,1032,3013,5002,7000,,0
2026-04-21 11:40:17,0015,新生店,85,1051,3038,5012,7008,,0
2026-04-21 11:41:20,0003,復興店,60,1085,3035,5011,7001,"0091,0108,0120,0121,0122,0090",0
2026-04-21 11:41:20,0005,天母店,25,1050,3026,5005,7005,"0015,0002,25-1,0050,35-1,56-1,0079",0
2026-04-21 11:41:20,0006,新竹店,15,1031,3014,5001,7006,0024,0
2026-04-21 11:41:20,0007,101店,15,1074,3041,5016,7005,"0020,0094",0
2026-04-21 11:41:20,0008,台中店,30,1070,3025,5011,7004,"0012,0017,0013",0
2026-04-21 11:41:20,0009,板橋店,35,1044,3020,5007,7003,"0004,0051",0
2026-04-21 11:41:20,0010,高雄店,60,1060,3031,5014,7012,"0064,0071,0007,0061,0090,0099",0
2026-04-21 11:41:20,0011,南西店,30,1077,3024,5008,7007,"32-2,0038,0075",0
2026-04-21 11:41:20,0012,A4店,5,1033,3009,5002,7001,,0
2026-04-21 11:41:20,0013,A13店,0,1032,3013,5002,7000,,0
2026-04-21 11:41:20,0015,新生店,85,1051,3040,5012,7008,"0049,0051,0052",0
2026-04-21 11:42:22,0003,復興店,60,1085,3035,5011,7001,"0091,0108,0120,0121,0122,0090,0132",0
2026-04-21 11:42:22,0005,天母店,25,1050,3026,5005,7005,"0015,0002,25-1,0050,35-1,56-1,0079,0087",0
2026-04-21 11:42:22,0006,新竹店,15,1031,3014,5001,7006,0024,0
2026-04-21 11:42:22,0007,101店,15,1076,3042,5017,7008,"0020,0094,0095",0
2026-04-21 11:42:22,0008,台中店,25,1070,3025,5011,7004,"0012,0017,0013",0
2026-04-21 11:42:22,0009,板橋店,35,1044,3020,5007,7003,"0004,0051",0
2026-04-21 11:42:22,0010,高雄店,60,1060,3032,5014,7012,"0064,0071,0007,0061,0090,0099",0
2026-04-21 11:42:22,0011,南西店,30,1077,3024,5008,7007,"32-2,0038",0
2026-04-21 11:42:22,0012,A4店,0,1033,3009,5002,7001,,0
2026-04-21 11:42:22,0013,A13店,0,1033,3013,5002,7000,,0
2026-04-21 11:42:22,0015,新生店,85,1051,3042,5014,7008,"0049,0051,0052",0
2026-04-21 11:43:25,0003,復興店,60,1085,3035,5011,7001,"0091,0108,0120,0121,0122,0090,0132",0
2026-04-21 11:43:25,0005,天母店,25,1050,3027,5005,7005,"0015,0002,25-1,0050,35-1,56-1,0079,0087,0088",0
2026-04-21 11:43:25,0006,新竹店,15,1031,3015,5001,7006,0024,0
2026-04-21 11:43:25,0007,101店,15,1076,3042,5017,7008,"0020,0094,0095",0
2026-04-21 11:43:25,0008,台中店,25,1072,3025,5011,7004,"0012,0017,0013",0
2026-04-21 11:43:25,0009,板橋店,35,1045,3020,5007,7003,"0004,0051,0076",0
2026-04-21 11:43:25,0010,高雄店,60,1062,3032,5014,7013,"0064,0071,0007,0090,0099",0
2026-04-21 11:43:25,0011,南西店,30,1079,3025,5008,7007,"32-2,0038",0
2026-04-21 11:43:25,0012,A4店,0,1033,3010,5002,7001,0045,0
2026-04-21 11:43:25,0013,A13店,5,1034,3013,5002,7000,,0
2026-04-21 11:43:25,0015,新生店,85,1051,3043,5014,7008,"0049,0051,0052",0
2026-04-21 11:44:15,0003,復興店,60,1085,3036,5011,7001,"0091,0108,0120,0121,0122,0090,0132",0
2026-04-21 11:44:15,0005,天母店,25,1053,3028,5006,7005,"0015,0002,25-1,0050,35-1,56-1,0079,0087,0088,0078,53-1",0
2026-04-21 11:44:15,0006,新竹店,20,1031,3015,5001,7006,0024,0
2026-04-21 11:44:15,0007,101店,20,1076,3042,5017,7008,"0020,0094,0095",0
2026-04-21 11:44:15,0008,台中店,25,1073,3026,5011,7004,"0012,0017,0013",0
2026-04-21 11:44:15,0009,板橋店,35,1045,3020,5007,7003,"0004,0051,0076",0
2026-04-21 11:44:15,0010,高雄店,60,1062,3032,5014,7013,"0064,0071,0007,0090,0099",0
2026-04-21 11:44:15,0011,南西店,30,1081,3025,5008,7007,"32-2,0038",0
2026-04-21 11:44:15,0012,A4店,0,1033,3010,5004,7001,0045,0
2026-04-21 11:44:15,0013,A13店,5,1034,3013,5002,7000,,0
2026-04-21 11:44:15,0015,新生店,85,1053,3044,5014,7008,"0049,0051,0052",0
2026-04-21 11:45:18,0003,復興店,70,1085,3036,5011,7001,"0091,0108,0120,0121,0122,0090,0132,0130,0140",0
2026-04-21 11:45:18,0005,天母店,25,1053,3028,5007,7005,"0079,0105,56-1,53-1,0087,0088",0
2026-04-21 11:45:18,0006,新竹店,20,1031,3015,5001,7006,0024,0
2026-04-21 11:45:18,0007,101店,20,1076,3042,5018,7008,"0020,0094,0095",0
2026-04-21 11:45:18,0008,台中店,25,1074,3026,5011,7004,"0012,0017",0
2026-04-21 11:45:18,0009,板橋店,35,1045,3020,5007,7003,"0004,0051,0076",0
2026-04-21 11:45:18,0010,高雄店,60,1063,3032,5014,7013,"0064,0071,0007,0099",0
2026-04-21 11:45:18,0011,南西店,30,1084,3027,5008,7007,"32-2,0038,0076",0
2026-04-21 11:45:18,0012,A4店,0,1033,3010,5004,7001,0045,0
2026-04-21 11:45:18,0013,A13店,5,1034,3013,5002,7000,,0
2026-04-21 11:45:18,0015,新生店,85,1055,3048,5014,7008,"0049,0051,0052",0
2026-04-21 11:46:20,0003,復興店,70,1086,3036,5012,7001,"0091,0108,0121,0122,0090,0132,0140",0
2026-04-21 11:46:20,0005,天母店,30,1053,3029,5007,7005,"0079,0105,56-1,53-1",0
2026-04-21 11:46:20,0006,新竹店,20,1031,3015,5001,7006,0024,0
2026-04-21 11:46:20,0007,101店,25,1076,3042,5019,7008,"0020,0094,0095",0
2026-04-21 11:46:20,0008,台中店,25,1076,3029,5011,7004,"0012,0017,0072",0
2026-04-21 11:46:20,0009,板橋店,35,1045,3020,5007,7003,"0004,0051,0076",0
2026-04-21 11:46:20,0010,高雄店,60,1063,3032,5014,7013,"0064,0071,0007,0099",0
2026-04-21 11:46:20,0011,南西店,30,1085,3029,5008,7007,"32-2,0038,0076",0
2026-04-21 11:46:20,0012,A4店,0,1033,3010,5004,7001,0045,0
2026-04-21 11:46:20,0013,A13店,5,1034,3013,5002,7000,,0
2026-04-21 11:46:20,0015,新生店,90,1057,3051,5014,7008,"0049,0051,0052",0
2026-04-21 11:47:22,0003,復興店,70,1089,3036,5012,7001,"0140,0132",0
2026-04-21 11:47:22,0005,天母店,30,1053,3029,5007,7005,"0079,0105,56-1,53-1",0
2026-04-21 11:47:22,0006,新竹店,20,1031,3015,5001,7006,0024,0
2026-04-21 11:47:22,0007,101店,25,1077,3042,5020,7008,"0020,0094,0095",0
2026-04-21 11:47:22,0008,台中店,25,1077,3030,5011,7004,"0012,0017,0072",0
2026-04-21 11:47:22,0009,板橋店,35,1045,3020,5007,7003,"0004,0051,0076",0
2026-04-21 11:47:22,0010,高雄店,60,1063,3033,5014,7013,"0064,0071,0007,0099",0
2026-04-21 11:47:22,0011,南西店,30,1085,3029,5008,7007,"32-2,0038,0076",0
2026-04-21 11:47:22,0012,A4店,0,1033,3010,5004,7001,0045,0
2026-04-21 11:47:22,0013,A13店,5,1034,3013,5002,7000,,0
2026-04-21 11:47:22,0015,新生店,90,1063,3053,5015,7008,0070,0
2026-04-21 11:48:25,0003,復興店,70,1089,3036,5012,7001,"0140,0132",0
2026-04-21 11:48:25,0005,天母店,30,1053,3029,5007,7005,"0079,0105,56-1,53-1",0
2026-04-21 11:48:25,0006,新竹店,20,1031,3015,5001,7006,0024,0
2026-04-21 11:48:25,0007,101店,25,1077,3042,5020,7008,"0020,0094,0095",0
2026-04-21 11:48:25,0008,台中店,30,1079,3030,5011,7004,"0012,0072",0
2026-04-21 11:48:25,0009,板橋店,40,1045,3020,5007,7003,"0004,0051,0076",0
2026-04-21 11:48:25,0010,高雄店,60,1063,3033,5014,7013,"0064,0071,0007,0107",0
2026-04-21 11:48:25,0011,南西店,35,1086,3029,5009,7008,"32-2,0038,0076",0
2026-04-21 11:48:25,0012,A4店,0,1034,3010,5004,7001,0045,0
2026-04-21 11:48:25,0013,A13店,5,1037,3013,5002,7000,,0
2026-04-21 11:48:25,0015,新生店,90,1065,3053,5015,7008,0070,0
2026-04-21 11:49:27,0003,復興店,70,1089,3036,5012,7001,"0140,0132",0
2026-04-21 11:49:27,0005,天母店,30,1053,3029,5007,7005,"0079,0105,56-1,53-1",0
2026-04-21 11:49:27,0006,新竹店,25,1031,3015,5001,7006,0024,0
2026-04-21 11:49:27,0007,101店,25,1077,3043,5020,7008,"0020,0094,0095",0
2026-04-21 11:49:27,0008,台中店,30,1079,3030,5011,7004,"0012,0072,0127,0090",0
2026-04-21 11:49:27,0009,板橋店,40,1047,3020,5008,7003,"0004,0051,0076",0
2026-04-21 11:49:27,0010,高雄店,60,1063,3033,5014,7013,"0064,0107",0
2026-04-21 11:49:27,0011,南西店,35,1087,3030,5009,7008,"32-2,0038,0076,0061",0
2026-04-21 11:49:27,0012,A4店,5,1037,3010,5004,7001,0045,0
2026-04-21 11:49:27,0013,A13店,0,1037,3014,5005,7000,,0
2026-04-21 11:49:27,0015,新生店,85,1069,3059,5016,7009,0070,0
2026-04-21 11:50:29,0003,復興店,80,1092,3036,5012,7001,"0140,0132",0
2026-04-21 11:50:29,0005,天母店,30,1053,3030,5007,7005,"0079,0105,56-1,53-1",0
2026-04-21 11:50:29,0006,新竹店,25,1031,3015,5001,7006,0024,0
2026-04-21 11:50:29,0007,101店,25,1079,3043,5020,7008,"0020,0094,0095",0
2026-04-21 11:50:29,0008,台中店,30,1079,3030,5011,7004,"0012,0072,0127,0090",0
2026-04-21 11:50:29,0009,板橋店,40,1048,3022,5009,7003,"0004,0051,0076",0
2026-04-21 11:50:29,0010,高雄店,60,1066,3037,5014,7013,"0064,0107",0
2026-04-21 11:50:29,0011,南西店,30,1090,3030,5009,7008,"32-2,0038,0076,0061",0
2026-04-21 11:50:29,0012,A4店,5,1037,3010,5004,7001,0045,0
2026-04-21 11:50:29,0013,A13店,0,1037,3015,5005,7000,,0
2026-04-21 11:50:29,0015,新生店,65,1072,3062,5018,7009,,0
2026-04-21 11:51:32,0003,復興店,80,1094,3036,5012,7001,"0140,0132",0
2026-04-21 11:51:32,0005,天母店,30,1056,3030,5007,7005,"0079,0105,56-1,53-1",0
2026-04-21 11:51:32,0006,新竹店,25,1031,3015,5001,7006,0024,0
2026-04-21 11:51:32,0008,台中店,30,1080,3031,5011,7004,"0012,0072,0127,0090",0
2026-04-21 11:51:32,0009,板橋店,40,1048,3023,5009,7003,"0004,0051,0076",0
2026-04-21 11:51:32,0010,高雄店,60,1068,3037,5014,7013,"0064,0107",0
2026-04-21 11:51:32,0011,南西店,30,1091,3030,5009,7008,"32-2,0038,0076,0061",0
2026-04-21 11:51:32,0012,A4店,5,1037,3010,5005,7001,0045,0
2026-04-21 11:51:32,0013,A13店,0,1037,3015,5005,7000,,0
2026-04-21 11:51:32,0015,新生店,65,1075,3066,5018,7009,,0
2026-04-21 11:52:49,0003,復興店,80,1094,3036,5012,7001,"0140,0132",0
2026-04-21 11:52:49,0005,天母店,30,1056,3031,5007,7005,"0079,0105,56-1,53-1",0
2026-04-21 11:52:49,0006,新竹店,30,1033,3015,5001,7006,0024,0
2026-04-21 11:52:49,0007,101店,25,1080,3043,5020,7008,"0020,0094,0095",0
2026-04-21 11:52:49,0008,台中店,30,1082,3031,5011,7004,"0012,0072,0127,0090,0084",0
2026-04-21 11:52:49,0009,板橋店,40,1049,3025,5011,7003,"0004,0076",0
2026-04-21 11:52:49,0010,高雄店,60,1069,3037,5014,7013,"0064,0107",0
2026-04-21 11:52:49,0011,南西店,35,1092,3030,5009,7008,"32-2,0038,0076,0061",0
2026-04-21 11:52:49,0012,A4店,5,1037,3010,5006,7001,0045,0
2026-04-21 11:52:49,0013,A13店,0,1038,3017,5005,7000,,0
2026-04-21 11:52:49,0015,新生店,65,1079,3066,5019,7011,,0
2026-04-21 11:53:51,0003,復興店,70,1094,3036,5013,7001,"0140,0132",0
2026-04-21 11:53:51,0005,天母店,30,1058,3032,5009,7005,"0079,0105,56-1,53-1",0
2026-04-21 11:53:51,0006,新竹店,30,1033,3015,5001,7006,0024,0
2026-04-21 11:53:51,0007,101店,25,1080,3044,5021,7008,"0020,0094,0095",0
2026-04-21 11:53:51,0008,台中店,30,1083,3031,5011,7004,"0012,0072,0127,0090,0084",0
2026-04-21 11:53:51,0009,板橋店,40,1050,3026,5011,7003,"0004,0076",0
2026-04-21 11:53:51,0010,高雄店,60,1069,3038,5014,7015,"0064,0107",0
2026-04-21 11:53:51,0011,南西店,35,1092,3030,5009,7008,"32-2,0038,0076,0061",0
2026-04-21 11:53:51,0012,A4店,5,1038,3010,5006,7001,0045,0
2026-04-21 11:53:51,0013,A13店,0,1039,3019,5005,7000,,0
2026-04-21 11:53:51,0015,新生店,65,1080,3066,5019,7011,,0
